Month,Actual_Return_%,Value,Year
2015-02,-5.29,94.71,2015
2015-03,-1.91,92.9,2015
2015-04,8.69,100.97,2015
2015-05,0.83,101.81,2015
2015-06,-7.91,93.76,2015
2015-07,-7.55,86.68,2015
2015-08,-1.89,85.04,2015
2015-09,-4.5,81.21,2015
2015-10,-5.19,77.0,2015
2015-11,0.25,77.19,2015
2015-12,0.49,77.57,2015
2016-02,7.03,107.03,2016
2016-03,2.48,109.68,2016
2016-04,-0.7,108.92,2016
2016-05,-0.6,108.26,2016
2016-06,-1.75,106.37,2016
2016-07,-3.63,102.51,2016
2016-08,-3.42,99.0,2016
2016-09,-5.44,93.62,2016
2016-10,-2.47,91.3,2016
2016-11,-0.53,90.82,2016
2016-12,-1.12,89.8,2016
2017-01,-0.92,99.08,2017
2017-02,-1.39,97.7,2017
2017-03,1.13,98.81,2017
2017-04,2.26,101.04,2017
2017-05,1.09,102.14,2017
2017-06,4.09,106.32,2017
2017-07,2.43,108.9,2017
2017-08,3.48,112.69,2017
2017-09,-1.6,110.89,2017
2017-10,-1.95,108.73,2017
2017-11,1.42,110.27,2017
2017-12,-2.84,107.14,2017
2018-02,1.37,101.37,2018
2018-03,-0.4,100.96,2018
2018-04,0.71,101.68,2018
2018-05,-0.44,101.23,2018
2018-06,-3.32,97.87,2018
2018-07,-1.88,96.03,2018
2018-08,1.14,97.13,2018
2018-09,-4.51,92.75,2018
2018-10,-5.69,87.47,2018
2018-11,-2.05,85.68,2018
2018-12,-2.3,83.71,2018
2019-02,2.29,102.29,2019
2019-03,-2.01,100.23,2019
2019-04,-3.13,97.1,2019
2019-05,-5.25,92.0,2019
2019-06,-0.68,91.37,2019
2019-07,1.26,92.52,2019
2019-08,-1.55,91.09,2019
2019-09,-1.3,89.91,2019
2019-10,2.8,92.42,2019
2019-11,1.73,94.02,2019
2019-12,-1.16,92.93,2019
2020-02,-2.46,97.54,2020
2020-03,-10.11,87.68,2020
2020-04,-4.7,83.56,2020
2020-05,-2.54,81.44,2020
2020-06,-2.06,79.76,2020
2020-07,315.06,331.04,2020
2020-08,-1.32,326.67,2020
2020-09,4.35,340.88,2020
2020-10,-0.53,339.08,2020
2020-11,-0.6,337.04,2020
2020-12,1.45,341.93,2020
2021-02,1.92,101.92,2021
2021-03,1.78,103.73,2021
2021-04,-0.35,103.37,2021
2021-05,-0.27,103.09,2021
2021-06,1.73,104.88,2021
2021-07,1.89,106.86,2021
2021-08,2.13,109.13,2021
2021-09,-0.47,108.62,2021
2021-10,-2.2,106.23,2021
2021-11,-2.15,103.95,2021
2021-12,-1.04,102.87,2021
2022-02,1.65,101.65,2022
2022-03,-0.05,101.6,2022
2022-04,-1.51,100.07,2022
2022-05,-4.7,95.36,2022
2022-06,4.27,99.43,2022
2022-07,4.09,103.5,2022
2022-08,4.71,108.38,2022
2022-09,-0.68,107.64,2022
2022-10,-1.73,105.78,2022
2022-11,-2.49,103.14,2022
2022-12,0.64,103.8,2022
2023-02,0.56,100.56,2023
2023-03,-5.17,95.36,2023
2023-04,-0.65,94.74,2023
2023-05,2.48,97.09,2023
2023-06,2.47,99.49,2023
2023-07,3.98,103.45,2023
2023-08,-1.38,102.02,2023
2023-09,50.73,153.78,2023
2023-10,0.12,153.96,2023
2023-11,-3.06,149.25,2023
2023-12,0.68,150.26,2023
2024-02,1.03,101.03,2024
2024-03,-21.2,79.61,2024
2024-04,1.24,80.6,2024
2024-05,-1.75,79.19,2024
2024-06,-13.16,68.77,2024
2024-07,-3.23,66.55,2024
2024-08,23.45,82.15,2024
2024-09,0.41,82.49,2024
2024-10,-15.76,69.49,2024
2024-11,0.51,69.84,2024
2024-12,0.46,70.16,2024
2025-02,1.81,101.81,2025
2025-03,0.5,102.32,2025
2025-04,-1.57,100.71,2025
2025-05,1.25,101.97,2025
2025-06,5.81,107.9,2025
2025-07,6.73,115.16,2025
2025-08,4.82,120.71,2025
2025-09,7.09,129.27,2025
2025-10,3.25,133.47,2025
